storm_id,date,latitude,longitude,ne,se,sw,nw,wind_speed
ALBERTO-1988,1988-08-05T18:00:00Z,32,-77.5,0,0,0,0,34
ALBERTO-1988,1988-08-05T18:00:00Z,32,-77.5,0,0,0,0,50
ALBERTO-1988,1988-08-05T18:00:00Z,32,-77.5,0,0,0,0,64
ALBERTO-1988,1988-08-06T00:00:00Z,32.8,-76.2,0,0,0,0,34
ALBERTO-1988,1988-08-06T00:00:00Z,32.8,-76.2,0,0,0,0,50
ALBERTO-1988,1988-08-06T00:00:00Z,32.8,-76.2,0,0,0,0,64
ALBERTO-1988,1988-08-06T06:00:00Z,34,-75.2,0,0,0,0,34
ALBERTO-1988,1988-08-06T06:00:00Z,34,-75.2,0,0,0,0,50
ALBERTO-1988,1988-08-06T06:00:00Z,34,-75.2,0,0,0,0,64
ALBERTO-1988,1988-08-06T12:00:00Z,35.2,-74.6,0,0,0,0,34
ALBERTO-1988,1988-08-06T12:00:00Z,35.2,-74.6,0,0,0,0,50
ALBERTO-1988,1988-08-06T12:00:00Z,35.2,-74.6,0,0,0,0,64
ALBERTO-1988,1988-08-06T18:00:00Z,37,-73.5,0,0,0,0,34
ALBERTO-1988,1988-08-06T18:00:00Z,37,-73.5,0,0,0,0,50
ALBERTO-1988,1988-08-06T18:00:00Z,37,-73.5,0,0,0,0,64
ALBERTO-1988,1988-08-07T00:00:00Z,38.7,-72.4,0,0,0,0,34
ALBERTO-1988,1988-08-07T00:00:00Z,38.7,-72.4,0,0,0,0,50
ALBERTO-1988,1988-08-07T00:00:00Z,38.7,-72.4,0,0,0,0,64
ALBERTO-1988,1988-08-07T06:00:00Z,40,-70.8,0,0,0,0,34
ALBERTO-1988,1988-08-07T06:00:00Z,40,-70.8,0,0,0,0,50
ALBERTO-1988,1988-08-07T06:00:00Z,40,-70.8,0,0,0,0,64
ALBERTO-1988,1988-08-07T12:00:00Z,41.5,-69,100,100,50,50,34
ALBERTO-1988,1988-08-07T12:00:00Z,41.5,-69,0,0,0,0,50
ALBERTO-1988,1988-08-07T12:00:00Z,41.5,-69,0,0,0,0,64
ALBERTO-1988,1988-08-07T18:00:00Z,43,-67.5,100,100,50,50,34
ALBERTO-1988,1988-08-07T18:00:00Z,43,-67.5,0,0,0,0,50
ALBERTO-1988,1988-08-07T18:00:00Z,43,-67.5,0,0,0,0,64
ALBERTO-1988,1988-08-08T00:00:00Z,45,-65.5,NA,NA,NA,NA,34
ALBERTO-1988,1988-08-08T00:00:00Z,45,-65.5,0,0,0,0,50
ALBERTO-1988,1988-08-08T00:00:00Z,45,-65.5,0,0,0,0,64
ALBERTO-1988,1988-08-08T06:00:00Z,47,-63,NA,NA,NA,NA,34
ALBERTO-1988,1988-08-08T06:00:00Z,47,-63,0,0,0,0,50
ALBERTO-1988,1988-08-08T06:00:00Z,47,-63,0,0,0,0,64
ALBERTO-1988,1988-08-08T12:00:00Z,49,-60,0,0,0,0,34
ALBERTO-1988,1988-08-08T12:00:00Z,49,-60,0,0,0,0,50
ALBERTO-1988,1988-08-08T12:00:00Z,49,-60,0,0,0,0,64
ALBERTO-1988,1988-08-08T18:00:00Z,51,-56,0,0,0,0,34
ALBERTO-1988,1988-08-08T18:00:00Z,51,-56,0,0,0,0,50
ALBERTO-1988,1988-08-08T18:00:00Z,51,-56,0,0,0,0,64
ALBERTO-1994,1994-06-30T06:00:00Z,21.7,-83.6,0,0,0,0,34
ALBERTO-1994,1994-06-30T06:00:00Z,21.7,-83.6,0,0,0,0,50
ALBERTO-1994,1994-06-30T06:00:00Z,21.7,-83.6,0,0,0,0,64
ALBERTO-1994,1994-06-30T12:00:00Z,21.6,-84.3,0,0,0,0,34
ALBERTO-1994,1994-06-30T12:00:00Z,21.6,-84.3,0,0,0,0,50
ALBERTO-1994,1994-06-30T12:00:00Z,21.6,-84.3,0,0,0,0,64
ALBERTO-1994,1994-06-30T18:00:00Z,21.6,-85.2,0,0,0,0,34
ALBERTO-1994,1994-06-30T18:00:00Z,21.6,-85.2,0,0,0,0,50
ALBERTO-1994,1994-06-30T18:00:00Z,21.6,-85.2,0,0,0,0,64
ALBERTO-1994,1994-07-01T00:00:00Z,21.5,-85.6,0,0,0,0,34
ALBERTO-1994,1994-07-01T00:00:00Z,21.5,-85.6,0,0,0,0,50
ALBERTO-1994,1994-07-01T00:00:00Z,21.5,-85.6,0,0,0,0,64
ALBERTO-1994,1994-07-01T06:00:00Z,22,-86.1,0,0,0,0,34
ALBERTO-1994,1994-07-01T06:00:00Z,22,-86.1,0,0,0,0,50
ALBERTO-1994,1994-07-01T06:00:00Z,22,-86.1,0,0,0,0,64
ALBERTO-1994,1994-07-01T12:00:00Z,22.5,-86.4,0,0,0,0,34
ALBERTO-1994,1994-07-01T12:00:00Z,22.5,-86.4,0,0,0,0,50
ALBERTO-1994,1994-07-01T12:00:00Z,22.5,-86.4,0,0,0,0,64
ALBERTO-1994,1994-07-01T18:00:00Z,23,-86.7,0,0,0,0,34
ALBERTO-1994,1994-07-01T18:00:00Z,23,-86.7,0,0,0,0,50
ALBERTO-1994,1994-07-01T18:00:00Z,23,-86.7,0,0,0,0,64
ALBERTO-1994,1994-07-02T00:00:00Z,23.7,-87.1,75,75,30,75,34
ALBERTO-1994,1994-07-02T00:00:00Z,23.7,-87.1,0,0,0,0,50
ALBERTO-1994,1994-07-02T00:00:00Z,23.7,-87.1,0,0,0,0,64
ALBERTO-1994,1994-07-02T06:00:00Z,24.4,-87.5,75,75,30,75,34
ALBERTO-1994,1994-07-02T06:00:00Z,24.4,-87.5,0,0,0,0,50
ALBERTO-1994,1994-07-02T06:00:00Z,24.4,-87.5,0,0,0,0,64
ALBERTO-1994,1994-07-02T12:00:00Z,25.5,-87.5,90,90,25,25,34
ALBERTO-1994,1994-07-02T12:00:00Z,25.5,-87.5,0,0,0,0,50
ALBERTO-1994,1994-07-02T12:00:00Z,25.5,-87.5,0,0,0,0,64
ALBERTO-1994,1994-07-02T18:00:00Z,26.5,-86.9,90,90,25,25,34
ALBERTO-1994,1994-07-02T18:00:00Z,26.5,-86.9,0,0,0,0,50
ALBERTO-1994,1994-07-02T18:00:00Z,26.5,-86.9,0,0,0,0,64
ALBERTO-1994,1994-07-03T00:00:00Z,27.7,-86.8,90,90,30,50,34
ALBERTO-1994,1994-07-03T00:00:00Z,27.7,-86.8,0,0,0,0,50
ALBERTO-1994,1994-07-03T00:00:00Z,27.7,-86.8,0,0,0,0,64
ALBERTO-1994,1994-07-03T06:00:00Z,28.8,-86.8,60,90,30,60,34
ALBERTO-1994,1994-07-03T06:00:00Z,28.8,-86.8,25,25,0,25,50
ALBERTO-1994,1994-07-03T06:00:00Z,28.8,-86.8,0,0,0,0,64
ALBERTO-1994,1994-07-03T12:00:00Z,29.9,-86.7,60,90,30,60,34
ALBERTO-1994,1994-07-03T12:00:00Z,29.9,-86.7,25,25,0,25,50
ALBERTO-1994,1994-07-03T12:00:00Z,29.9,-86.7,0,0,0,0,64
ALBERTO-1994,1994-07-03T18:00:00Z,30.7,-86.3,90,90,50,50,34
ALBERTO-1994,1994-07-03T18:00:00Z,30.7,-86.3,0,0,0,0,50
ALBERTO-1994,1994-07-03T18:00:00Z,30.7,-86.3,0,0,0,0,64
ALBERTO-1994,1994-07-04T00:00:00Z,31.2,-86.1,0,0,0,0,34
ALBERTO-1994,1994-07-04T00:00:00Z,31.2,-86.1,0,0,0,0,50
ALBERTO-1994,1994-07-04T00:00:00Z,31.2,-86.1,0,0,0,0,64
ALBERTO-1994,1994-07-04T06:00:00Z,31.7,-85.9,0,0,0,0,34
ALBERTO-1994,1994-07-04T06:00:00Z,31.7,-85.9,0,0,0,0,50
ALBERTO-1994,1994-07-04T06:00:00Z,31.7,-85.9,0,0,0,0,64
ALBERTO-1994,1994-07-04T12:00:00Z,32.3,-85.5,0,0,0,0,34
ALBERTO-1994,1994-07-04T12:00:00Z,32.3,-85.5,0,0,0,0,50
ALBERTO-1994,1994-07-04T12:00:00Z,32.3,-85.5,0,0,0,0,64
ALBERTO-1994,1994-07-04T18:00:00Z,32.7,-85.2,0,0,0,0,34
ALBERTO-1994,1994-07-04T18:00:00Z,32.7,-85.2,0,0,0,0,50
ALBERTO-1994,1994-07-04T18:00:00Z,32.7,-85.2,0,0,0,0,64
ALBERTO-1994,1994-07-05T00:00:00Z,33,-85,0,0,0,0,34
ALBERTO-1994,1994-07-05T00:00:00Z,33,-85,0,0,0,0,50
ALBERTO-1994,1994-07-05T00:00:00Z,33,-85,0,0,0,0,64
ALBERTO-1994,1994-07-05T06:00:00Z,33.2,-84.9,0,0,0,0,34
ALBERTO-1994,1994-07-05T06:00:00Z,33.2,-84.9,0,0,0,0,50
ALBERTO-1994,1994-07-05T06:00:00Z,33.2,-84.9,0,0,0,0,64
ALBERTO-1994,1994-07-05T12:00:00Z,33.3,-84.8,0,0,0,0,34
ALBERTO-1994,1994-07-05T12:00:00Z,33.3,-84.8,0,0,0,0,50
ALBERTO-1994,1994-07-05T12:00:00Z,33.3,-84.8,0,0,0,0,64
ALBERTO-1994,1994-07-05T18:00:00Z,33.5,-84.6,0,0,0,0,34
ALBERTO-1994,1994-07-05T18:00:00Z,33.5,-84.6,0,0,0,0,50
ALBERTO-1994,1994-07-05T18:00:00Z,33.5,-84.6,0,0,0,0,64
ALBERTO-1994,1994-07-06T00:00:00Z,33.4,-84.4,0,0,0,0,34
ALBERTO-1994,1994-07-06T00:00:00Z,33.4,-84.4,0,0,0,0,50
ALBERTO-1994,1994-07-06T00:00:00Z,33.4,-84.4,0,0,0,0,64
ALBERTO-1994,1994-07-06T06:00:00Z,33.3,-84.5,0,0,0,0,34
ALBERTO-1994,1994-07-06T06:00:00Z,33.3,-84.5,0,0,0,0,50
ALBERTO-1994,1994-07-06T06:00:00Z,33.3,-84.5,0,0,0,0,64
ALBERTO-1994,1994-07-06T12:00:00Z,33.1,-84.8,0,0,0,0,34
ALBERTO-1994,1994-07-06T12:00:00Z,33.1,-84.8,0,0,0,0,50
ALBERTO-1994,1994-07-06T12:00:00Z,33.1,-84.8,0,0,0,0,64
ALBERTO-1994,1994-07-06T18:00:00Z,32.8,-85.4,0,0,0,0,34
ALBERTO-1994,1994-07-06T18:00:00Z,32.8,-85.4,0,0,0,0,50
ALBERTO-1994,1994-07-06T18:00:00Z,32.8,-85.4,0,0,0,0,64
ALBERTO-1994,1994-07-07T00:00:00Z,32.7,-86.3,0,0,0,0,34
ALBERTO-1994,1994-07-07T00:00:00Z,32.7,-86.3,0,0,0,0,50
ALBERTO-1994,1994-07-07T00:00:00Z,32.7,-86.3,0,0,0,0,64
ALBERTO-1994,1994-07-07T06:00:00Z,32.7,-86.6,0,0,0,0,34
ALBERTO-1994,1994-07-07T06:00:00Z,32.7,-86.6,0,0,0,0,50
ALBERTO-1994,1994-07-07T06:00:00Z,32.7,-86.6,0,0,0,0,64
ALBERTO-1994,1994-07-07T12:00:00Z,32.8,-86.8,0,0,0,0,34
ALBERTO-1994,1994-07-07T12:00:00Z,32.8,-86.8,0,0,0,0,50
ALBERTO-1994,1994-07-07T12:00:00Z,32.8,-86.8,0,0,0,0,64
ALBERTO-1994,1994-07-07T18:00:00Z,33,-87,0,0,0,0,34
ALBERTO-1994,1994-07-07T18:00:00Z,33,-87,0,0,0,0,50
ALBERTO-1994,1994-07-07T18:00:00Z,33,-87,0,0,0,0,64
ALBERTO-2000,2000-08-03T18:00:00Z,10.8,-18,0,0,0,0,34
ALBERTO-2000,2000-08-03T18:00:00Z,10.8,-18,0,0,0,0,50
ALBERTO-2000,2000-08-03T18:00:00Z,10.8,-18,0,0,0,0,64
ALBERTO-2000,2000-08-04T00:00:00Z,11.5,-20.1,0,0,0,0,34
ALBERTO-2000,2000-08-04T00:00:00Z,11.5,-20.1,0,0,0,0,50
ALBERTO-2000,2000-08-04T00:00:00Z,11.5,-20.1,0,0,0,0,64
ALBERTO-2000,2000-08-04T06:00:00Z,12,-22.3,NA,NA,NA,NA,34
ALBERTO-2000,2000-08-04T06:00:00Z,12,-22.3,0,0,0,0,50
ALBERTO-2000,2000-08-04T06:00:00Z,12,-22.3,0,0,0,0,64
ALBERTO-2000,2000-08-04T12:00:00Z,12.3,-23.8,40,25,25,40,34
ALBERTO-2000,2000-08-04T12:00:00Z,12.3,-23.8,0,0,0,0,50
ALBERTO-2000,2000-08-04T12:00:00Z,12.3,-23.8,0,0,0,0,64
ALBERTO-2000,2000-08-04T18:00:00Z,12.7,-25.2,60,30,30,60,34
ALBERTO-2000,2000-08-04T18:00:00Z,12.7,-25.2,0,0,0,0,50
ALBERTO-2000,2000-08-04T18:00:00Z,12.7,-25.2,0,0,0,0,64
ALBERTO-2000,2000-08-05T00:00:00Z,13.2,-26.7,60,30,30,60,34
ALBERTO-2000,2000-08-05T00:00:00Z,13.2,-26.7,0,0,0,0,50
ALBERTO-2000,2000-08-05T00:00:00Z,13.2,-26.7,0,0,0,0,64
ALBERTO-2000,2000-08-05T06:00:00Z,13.7,-28.2,60,40,40,60,34
ALBERTO-2000,2000-08-05T06:00:00Z,13.7,-28.2,0,0,0,0,50
ALBERTO-2000,2000-08-05T06:00:00Z,13.7,-28.2,0,0,0,0,64
ALBERTO-2000,2000-08-05T12:00:00Z,14.1,-29.8,60,40,40,60,34
ALBERTO-2000,2000-08-05T12:00:00Z,14.1,-29.8,0,0,0,0,50
ALBERTO-2000,2000-08-05T12:00:00Z,14.1,-29.8,0,0,0,0,64
ALBERTO-2000,2000-08-05T18:00:00Z,14.5,-31.4,75,75,75,75,34
ALBERTO-2000,2000-08-05T18:00:00Z,14.5,-31.4,50,50,50,50,50
ALBERTO-2000,2000-08-05T18:00:00Z,14.5,-31.4,0,0,0,0,64
ALBERTO-2000,2000-08-06T00:00:00Z,14.5,-33.2,75,60,60,75,34
ALBERTO-2000,2000-08-06T00:00:00Z,14.5,-33.2,50,40,40,50,50
ALBERTO-2000,2000-08-06T00:00:00Z,14.5,-33.2,20,15,15,20,64
ALBERTO-2000,2000-08-06T06:00:00Z,14.6,-34.4,75,60,60,75,34
ALBERTO-2000,2000-08-06T06:00:00Z,14.6,-34.4,50,40,40,50,50
ALBERTO-2000,2000-08-06T06:00:00Z,14.6,-34.4,20,15,15,20,64
ALBERTO-2000,2000-08-06T12:00:00Z,14.7,-35.4,75,60,60,75,34
ALBERTO-2000,2000-08-06T12:00:00Z,14.7,-35.4,50,40,40,50,50
ALBERTO-2000,2000-08-06T12:00:00Z,14.7,-35.4,20,20,20,20,64
ALBERTO-2000,2000-08-06T18:00:00Z,15.2,-36.6,90,60,60,75,34
ALBERTO-2000,2000-08-06T18:00:00Z,15.2,-36.6,50,40,40,50,50
ALBERTO-2000,2000-08-06T18:00:00Z,15.2,-36.6,20,20,20,20,64
ALBERTO-2000,2000-08-07T00:00:00Z,15.7,-38.1,90,60,60,75,34
ALBERTO-2000,2000-08-07T00:00:00Z,15.7,-38.1,50,40,40,50,50
ALBERTO-2000,2000-08-07T00:00:00Z,15.7,-38.1,20,20,20,20,64
ALBERTO-2000,2000-08-07T06:00:00Z,16,-39.6,90,60,60,90,34
ALBERTO-2000,2000-08-07T06:00:00Z,16,-39.6,50,40,40,50,50
ALBERTO-2000,2000-08-07T06:00:00Z,16,-39.6,20,20,20,20,64
ALBERTO-2000,2000-08-07T12:00:00Z,16.2,-41,90,60,60,90,34
ALBERTO-2000,2000-08-07T12:00:00Z,16.2,-41,50,40,40,50,50
ALBERTO-2000,2000-08-07T12:00:00Z,16.2,-41,20,20,20,20,64
ALBERTO-2000,2000-08-07T18:00:00Z,16.5,-42.2,90,60,60,90,34
ALBERTO-2000,2000-08-07T18:00:00Z,16.5,-42.2,50,40,40,50,50
ALBERTO-2000,2000-08-07T18:00:00Z,16.5,-42.2,20,20,20,20,64
ALBERTO-2000,2000-08-08T00:00:00Z,16.7,-43.6,90,75,75,90,34
ALBERTO-2000,2000-08-08T00:00:00Z,16.7,-43.6,60,40,40,60,50
ALBERTO-2000,2000-08-08T00:00:00Z,16.7,-43.6,30,20,0,30,64
ALBERTO-2000,2000-08-08T06:00:00Z,17,-44.9,100,70,70,100,34
ALBERTO-2000,2000-08-08T06:00:00Z,17,-44.9,50,30,30,50,50
ALBERTO-2000,2000-08-08T06:00:00Z,17,-44.9,30,20,0,30,64
ALBERTO-2000,2000-08-08T12:00:00Z,17.7,-45.7,100,70,70,100,34
ALBERTO-2000,2000-08-08T12:00:00Z,17.7,-45.7,60,30,30,60,50
ALBERTO-2000,2000-08-08T12:00:00Z,17.7,-45.7,30,20,0,30,64
ALBERTO-2000,2000-08-08T18:00:00Z,18.6,-46.5,100,70,70,100,34
ALBERTO-2000,2000-08-08T18:00:00Z,18.6,-46.5,60,30,30,60,50
ALBERTO-2000,2000-08-08T18:00:00Z,18.6,-46.5,30,20,0,30,64
ALBERTO-2000,2000-08-09T00:00:00Z,19.6,-47.2,80,80,80,80,34
ALBERTO-2000,2000-08-09T00:00:00Z,19.6,-47.2,50,50,50,50,50
ALBERTO-2000,2000-08-09T00:00:00Z,19.6,-47.2,0,0,0,0,64
ALBERTO-2000,2000-08-09T06:00:00Z,20.6,-48.5,80,80,80,80,34
ALBERTO-2000,2000-08-09T06:00:00Z,20.6,-48.5,50,50,50,50,50
ALBERTO-2000,2000-08-09T06:00:00Z,20.6,-48.5,0,0,0,0,64
ALBERTO-2000,2000-08-09T12:00:00Z,21.9,-49.9,80,40,40,80,34
ALBERTO-2000,2000-08-09T12:00:00Z,21.9,-49.9,50,25,25,50,50
ALBERTO-2000,2000-08-09T12:00:00Z,21.9,-49.9,0,0,0,0,64
ALBERTO-2000,2000-08-09T18:00:00Z,23.4,-51.3,100,50,50,100,34
ALBERTO-2000,2000-08-09T18:00:00Z,23.4,-51.3,60,30,30,60,50
ALBERTO-2000,2000-08-09T18:00:00Z,23.4,-51.3,0,0,0,0,64
ALBERTO-2000,2000-08-10T00:00:00Z,24.8,-52.6,100,50,50,100,34
ALBERTO-2000,2000-08-10T00:00:00Z,24.8,-52.6,60,40,40,40,50
ALBERTO-2000,2000-08-10T00:00:00Z,24.8,-52.6,25,25,25,25,64
ALBERTO-2000,2000-08-10T06:00:00Z,26.1,-54,100,50,50,100,34
ALBERTO-2000,2000-08-10T06:00:00Z,26.1,-54,60,40,40,40,50
ALBERTO-2000,2000-08-10T06:00:00Z,26.1,-54,25,25,25,25,64
ALBERTO-2000,2000-08-10T12:00:00Z,27.5,-55.3,125,75,50,100,34
ALBERTO-2000,2000-08-10T12:00:00Z,27.5,-55.3,60,40,40,40,50
ALBERTO-2000,2000-08-10T12:00:00Z,27.5,-55.3,25,25,25,25,64
ALBERTO-2000,2000-08-10T18:00:00Z,28.8,-56.7,125,75,50,100,34
ALBERTO-2000,2000-08-10T18:00:00Z,28.8,-56.7,60,40,40,40,50
ALBERTO-2000,2000-08-10T18:00:00Z,28.8,-56.7,25,25,25,25,64
ALBERTO-2000,2000-08-11T00:00:00Z,29.9,-57.7,125,75,50,100,34
ALBERTO-2000,2000-08-11T00:00:00Z,29.9,-57.7,60,40,40,40,50
ALBERTO-2000,2000-08-11T00:00:00Z,29.9,-57.7,25,25,25,25,64
ALBERTO-2000,2000-08-11T06:00:00Z,31.1,-58.4,150,125,100,100,34
ALBERTO-2000,2000-08-11T06:00:00Z,31.1,-58.4,90,80,75,75,50
ALBERTO-2000,2000-08-11T06:00:00Z,31.1,-58.4,60,60,60,60,64
ALBERTO-2000,2000-08-11T12:00:00Z,32.2,-58.6,150,125,100,100,34
ALBERTO-2000,2000-08-11T12:00:00Z,32.2,-58.6,90,80,75,75,50
ALBERTO-2000,2000-08-11T12:00:00Z,32.2,-58.6,60,60,60,60,64
ALBERTO-2000,2000-08-11T18:00:00Z,33.3,-58.5,150,125,100,100,34
ALBERTO-2000,2000-08-11T18:00:00Z,33.3,-58.5,90,80,75,75,50
ALBERTO-2000,2000-08-11T18:00:00Z,33.3,-58.5,60,60,60,60,64
ALBERTO-2000,2000-08-12T00:00:00Z,34.3,-58,150,150,100,100,34
ALBERTO-2000,2000-08-12T00:00:00Z,34.3,-58,90,90,75,75,50
ALBERTO-2000,2000-08-12T00:00:00Z,34.3,-58,60,60,60,60,64
ALBERTO-2000,2000-08-12T06:00:00Z,35.1,-56.7,150,150,100,100,34
ALBERTO-2000,2000-08-12T06:00:00Z,35.1,-56.7,90,90,75,75,50
ALBERTO-2000,2000-08-12T06:00:00Z,35.1,-56.7,60,60,60,60,64
ALBERTO-2000,2000-08-12T12:00:00Z,35.9,-55.3,150,150,100,100,34
ALBERTO-2000,2000-08-12T12:00:00Z,35.9,-55.3,90,90,75,75,50
ALBERTO-2000,2000-08-12T12:00:00Z,35.9,-55.3,60,60,60,60,64
ALBERTO-2000,2000-08-12T18:00:00Z,36.8,-53.8,200,200,125,125,34
ALBERTO-2000,2000-08-12T18:00:00Z,36.8,-53.8,90,90,75,75,50
ALBERTO-2000,2000-08-12T18:00:00Z,36.8,-53.8,60,60,60,60,64
ALBERTO-2000,2000-08-13T00:00:00Z,37.4,-52,175,200,150,125,34
ALBERTO-2000,2000-08-13T00:00:00Z,37.4,-52,75,90,90,75,50
ALBERTO-2000,2000-08-13T00:00:00Z,37.4,-52,50,60,60,50,64
ALBERTO-2000,2000-08-13T06:00:00Z,38,-50.3,150,200,200,150,34
ALBERTO-2000,2000-08-13T06:00:00Z,38,-50.3,75,90,90,75,50
ALBERTO-2000,2000-08-13T06:00:00Z,38,-50.3,50,60,60,50,64
ALBERTO-2000,2000-08-13T12:00:00Z,38.4,-48.3,150,200,200,150,34
ALBERTO-2000,2000-08-13T12:00:00Z,38.4,-48.3,75,90,90,75,50
ALBERTO-2000,2000-08-13T12:00:00Z,38.4,-48.3,50,50,50,50,64
ALBERTO-2000,2000-08-13T18:00:00Z,38.8,-46.3,100,150,150,100,34
ALBERTO-2000,2000-08-13T18:00:00Z,38.8,-46.3,60,90,90,60,50
ALBERTO-2000,2000-08-13T18:00:00Z,38.8,-46.3,40,50,50,40,64
ALBERTO-2000,2000-08-14T00:00:00Z,39,-44.2,100,150,150,100,34
ALBERTO-2000,2000-08-14T00:00:00Z,39,-44.2,60,90,90,60,50
ALBERTO-2000,2000-08-14T00:00:00Z,39,-44.2,40,50,50,40,64
ALBERTO-2000,2000-08-14T06:00:00Z,39.1,-42.2,100,150,150,100,34
ALBERTO-2000,2000-08-14T06:00:00Z,39.1,-42.2,60,90,90,60,50
ALBERTO-2000,2000-08-14T06:00:00Z,39.1,-42.2,0,0,0,0,64
ALBERTO-2000,2000-08-14T12:00:00Z,39.1,-40.6,100,150,150,100,34
ALBERTO-2000,2000-08-14T12:00:00Z,39.1,-40.6,40,60,60,40,50
ALBERTO-2000,2000-08-14T12:00:00Z,39.1,-40.6,0,0,0,0,64
ALBERTO-2000,2000-08-14T18:00:00Z,39.1,-39.3,100,175,175,100,34
ALBERTO-2000,2000-08-14T18:00:00Z,39.1,-39.3,30,40,40,30,50
ALBERTO-2000,2000-08-14T18:00:00Z,39.1,-39.3,0,0,0,0,64
ALBERTO-2000,2000-08-15T00:00:00Z,38.9,-38.5,NA,NA,NA,NA,34
ALBERTO-2000,2000-08-15T00:00:00Z,38.9,-38.5,0,0,0,0,50
ALBERTO-2000,2000-08-15T00:00:00Z,38.9,-38.5,0,0,0,0,64
ALBERTO-2000,2000-08-15T06:00:00Z,38.3,-38.5,100,200,225,100,34
ALBERTO-2000,2000-08-15T06:00:00Z,38.3,-38.5,0,0,0,0,50
ALBERTO-2000,2000-08-15T06:00:00Z,38.3,-38.5,0,0,0,0,64
ALBERTO-2000,2000-08-15T12:00:00Z,37.3,-38.5,100,150,200,150,34
ALBERTO-2000,2000-08-15T12:00:00Z,37.3,-38.5,0,0,0,0,50
ALBERTO-2000,2000-08-15T12:00:00Z,37.3,-38.5,0,0,0,0,64
ALBERTO-2000,2000-08-15T18:00:00Z,36.6,-38.9,100,150,150,150,34
ALBERTO-2000,2000-08-15T18:00:00Z,36.6,-38.9,0,0,0,0,50
ALBERTO-2000,2000-08-15T18:00:00Z,36.6,-38.9,0,0,0,0,64
ALBERTO-2000,2000-08-16T00:00:00Z,36.1,-39.4,100,100,150,150,34
ALBERTO-2000,2000-08-16T00:00:00Z,36.1,-39.4,0,0,0,0,50
ALBERTO-2000,2000-08-16T00:00:00Z,36.1,-39.4,0,0,0,0,64
ALBERTO-2000,2000-08-16T06:00:00Z,35.4,-40.2,100,100,150,150,34
ALBERTO-2000,2000-08-16T06:00:00Z,35.4,-40.2,0,0,0,0,50
ALBERTO-2000,2000-08-16T06:00:00Z,35.4,-40.2,0,0,0,0,64
ALBERTO-2000,2000-08-16T12:00:00Z,34.6,-41.3,100,100,100,150,34
ALBERTO-2000,2000-08-16T12:00:00Z,34.6,-41.3,0,0,0,0,50
ALBERTO-2000,2000-08-16T12:00:00Z,34.6,-41.3,0,0,0,0,64
ALBERTO-2000,2000-08-16T18:00:00Z,33.9,-42.4,100,100,100,150,34
ALBERTO-2000,2000-08-16T18:00:00Z,33.9,-42.4,0,0,0,0,50
ALBERTO-2000,2000-08-16T18:00:00Z,33.9,-42.4,0,0,0,0,64
ALBERTO-2000,2000-08-17T00:00:00Z,33.4,-43.5,100,100,100,150,34
ALBERTO-2000,2000-08-17T00:00:00Z,33.4,-43.5,0,0,0,0,50
ALBERTO-2000,2000-08-17T00:00:00Z,33.4,-43.5,0,0,0,0,64
ALBERTO-2000,2000-08-17T06:00:00Z,33,-44.2,100,100,100,150,34
ALBERTO-2000,2000-08-17T06:00:00Z,33,-44.2,0,0,0,0,50
ALBERTO-2000,2000-08-17T06:00:00Z,33,-44.2,0,0,0,0,64
ALBERTO-2000,2000-08-17T12:00:00Z,33,-44.9,125,100,100,125,34
ALBERTO-2000,2000-08-17T12:00:00Z,33,-44.9,NA,NA,NA,NA,50
ALBERTO-2000,2000-08-17T12:00:00Z,33,-44.9,0,0,0,0,64
ALBERTO-2000,2000-08-17T18:00:00Z,33,-45.8,125,100,100,125,34
ALBERTO-2000,2000-08-17T18:00:00Z,33,-45.8,30,30,30,30,50
ALBERTO-2000,2000-08-17T18:00:00Z,33,-45.8,0,0,0,0,64
ALBERTO-2000,2000-08-18T00:00:00Z,33.2,-46.5,125,100,125,125,34
ALBERTO-2000,2000-08-18T00:00:00Z,33.2,-46.5,30,30,30,30,50
ALBERTO-2000,2000-08-18T00:00:00Z,33.2,-46.5,0,0,0,0,64
ALBERTO-2000,2000-08-18T06:00:00Z,33.6,-47.1,125,100,125,125,34
ALBERTO-2000,2000-08-18T06:00:00Z,33.6,-47.1,30,30,30,30,50
ALBERTO-2000,2000-08-18T06:00:00Z,33.6,-47.1,0,0,0,0,64
ALBERTO-2000,2000-08-18T12:00:00Z,34.2,-47.6,125,100,125,125,34
ALBERTO-2000,2000-08-18T12:00:00Z,34.2,-47.6,50,50,50,50,50
ALBERTO-2000,2000-08-18T12:00:00Z,34.2,-47.6,0,0,0,0,64
ALBERTO-2000,2000-08-18T18:00:00Z,34.7,-48,120,120,120,120,34
ALBERTO-2000,2000-08-18T18:00:00Z,34.7,-48,50,50,50,50,50
ALBERTO-2000,2000-08-18T18:00:00Z,34.7,-48,35,35,35,35,64
ALBERTO-2000,2000-08-19T00:00:00Z,34.9,-48.1,100,100,100,120,34
ALBERTO-2000,2000-08-19T00:00:00Z,34.9,-48.1,50,50,50,50,50
ALBERTO-2000,2000-08-19T00:00:00Z,34.9,-48.1,35,35,35,35,64
ALBERTO-2000,2000-08-19T06:00:00Z,35.3,-48.2,100,100,100,120,34
ALBERTO-2000,2000-08-19T06:00:00Z,35.3,-48.2,60,60,60,60,50
ALBERTO-2000,2000-08-19T06:00:00Z,35.3,-48.2,40,40,40,40,64
